english	translation	category	sub_category	source
Facing Jad Head-on IV	直面贾德 IV	interface	combAchvmt	
Supplies? Who Needs 'em?	补给？谁要补给？	interface	combAchvmt	
Multi-Style Specialist	多风格专家	interface	combAchvmt	
Hard Mode? Completed It	困难模式？完成了	interface	combAchvmt	
Theatre of Blood: SM Speed-Chaser	血腥剧场：故事模式竞速者	interface	combAchvmt	
Phosani's Master	弗萨尼大师	interface	combAchvmt	
Phosani's Speedchaser	弗萨尼速通者	interface	combAchvmt	
Crush Hour	通通粉碎	interface	combAchvmt	
I Would Simply React	我只需反应	interface	combAchvmt	
Dreamland Express	梦境快车	interface	combAchvmt	
Nex Master	奈克斯大师	interface	combAchvmt	
A siphon will solve this	虹吸术会解决这个问题	interface	combAchvmt	
Contain this!	阻止它！	interface	combAchvmt	
There is no escape!	无处可逃！	interface	combAchvmt	
Nex Trio	击杀奈克斯 (三人限定)	interface	combAchvmt	
Shadows Move...	影子在移动…	interface	combAchvmt	
You are not prepared	你还没准备好	interface	combAchvmt	
Tomb Looter	墓穴掠夺者	interface	combAchvmt	
Tomb Raider	盗墓者	interface	combAchvmt	
Tombs Speed Runner	墓穴速通者	interface	combAchvmt	
Something of an expert myself	我也算是这方面的专家	interface	combAchvmt	
Expert Tomb Looter	盗墓专家	interface	combAchvmt	
Ba-Bananza	巴巴狂欢	interface	combAchvmt	
Rockin' around the croc	与鳄鱼摇滚	interface	combAchvmt	
Doesn't bug me	不会困扰我	interface	combAchvmt	
All out of medics	医疗兵全员阵亡	interface	combAchvmt	
Better get movin'	最好动起来	interface	combAchvmt	
Warden't you believe it	你不会相信吧	interface	combAchvmt	
Resourceful Raider	足智多谋的盗墓者	interface	combAchvmt	
But... Damage	但是…伤害	interface	combAchvmt	
Chompington	大口咀嚼	interface	combAchvmt	
Fancy feet	花哨脚步	interface	combAchvmt	
Perfect Akkha	完美击杀阿卡	interface	combAchvmt	
Perfect Ba-Ba	完美击杀巴巴	interface	combAchvmt	
Perfect Zebak	完美击杀泽巴克	interface	combAchvmt	
Perfect Scabaras	完美击杀斯卡巴拉斯	interface	combAchvmt	
Perfect Kephri	完美击杀凯弗里	interface	combAchvmt	
Perfect Wardens	完美击杀典狱长	interface	combAchvmt	
More than just a ranged weapon	不仅仅是远程武器	interface	combAchvmt	
Essence Farmer	精华农夫	interface	combAchvmt	
Phantom Muspah Speed-Chaser	幻影穆斯帕竞速者	interface	combAchvmt	
Phantom Muspah Master	幻影穆斯帕大师	interface	combAchvmt	
Walk Straight Pray True	行事正直，祈祷真诚	interface	combAchvmt	
Space is Tight	空间狭小	interface	combAchvmt	
Perfect Whisperer	完美击杀低语者	interface	combAchvmt	
Duke Sucellus Master	苏塞勒斯公爵大师	interface	combAchvmt	
Vardorvis Master	瓦多维斯大师	interface	combAchvmt	
Whisperer Master	低语者大师	interface	combAchvmt	
Leviathan Master	利维坦大师	interface	combAchvmt	
Duke Sucellus Speed-Chaser	苏塞勒斯公爵竞速者	interface	combAchvmt	
Vardorvis Speed-Chaser	瓦多维斯竞速者	interface	combAchvmt	
Whisperer Speed-Chaser	低语者竞速者	interface	combAchvmt	
Leviathan Speed-Chaser	利维坦竞速者	interface	combAchvmt	
Cold Feet	临阵退缩	interface	combAchvmt	
Perfect Duke Sucellus	完美击杀苏塞勒斯公爵	interface	combAchvmt	
Serpentine Solo	蛇形独奏	interface	combAchvmt	
Perfect Leviathan	完美击杀利维坦	interface	combAchvmt	
Budget Cutter	精打细算	interface	combAchvmt	
Perfect Vardorvis	完美击杀瓦多维斯	interface	combAchvmt	
Sportsmanship	体育精神	interface	combAchvmt	
I Brought Mine Too	我也带了	interface	combAchvmt	
Showboating	炫耀	interface	combAchvmt	
One-off	一次性	interface	combAchvmt	
Colosseum Speed-Chaser	竞技场竞速者	interface	combAchvmt	
Three Times the Thrashing	三杀	interface	combAchvmt	
Araxxor Master	阿拉克索大师	interface	combAchvmt	
Araxxor Speed-Chaser	阿拉克索竞速者	interface	combAchvmt	
Perfect Araxxor	完美击杀阿拉克索	interface	combAchvmt	
Let it seep in	让它渗入	interface	combAchvmt	
Araxyte Betrayal	阿拉克西特背叛	interface	combAchvmt	
Arachnid Lover	蜘蛛爱好者	interface	combAchvmt	
Is it a bird?	是鸟吗？	interface	combAchvmt	
Hueycoatl Speed-Chaser	休伊科特尔竞速者	interface	combAchvmt	
The Worst Ranged Weapon	最差的远程武器	interface	combAchvmt	
Feather Hunter	羽毛猎人	interface	combAchvmt	
Defence Matters	防御很重要	interface	combAchvmt	
Keep Away	保持距离	interface	combAchvmt	
Ourg Killer	兽人杀手	interface	combAchvmt	
Grotesque Guardians Speed-Runner	怪诞守卫者极限速通者	interface	combAchvmt	
Corrupted Gauntlet Grandmaster	堕落试炼宗师	interface	combAchvmt	
Egniol Diet II	艾格尼奥尔饮食 II	interface	combAchvmt	
Wolf Puncher II	狼拳手 II	interface	combAchvmt	
Corrupted Gauntlet Speed-Runner	堕落试炼极限速通者	interface	combAchvmt	
Gauntlet Speed-Runner	试炼之路极限速通者	interface	combAchvmt	
No Pressure	没有压力	interface	combAchvmt	
Alchemical Speed-Runner	炼金九头蛇速通者	interface	combAchvmt	
Denying the Healers II	拒绝治疗 II	interface	combAchvmt	
No Time for a Drink	没时间喝酒了	interface	combAchvmt	
Fight Caves Speed-Runner	战斗洞穴极限速通者	interface	combAchvmt	
Terrible Parent	糟糕的父母	interface	combAchvmt	
A Long Trip	长途旅行	interface	combAchvmt	
Nightmare (Solo) Speed-Runner	梦魇极限速通者 (单人)	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Runner	梦魇极限速通者 (<Num0>人)	interface	combAchvmt	
Animal Whisperer	动物低语者	interface	combAchvmt	
Peach Conjurer	桃子召唤师	interface	combAchvmt	
Zulrah Speed-Runner	祖尔拉极限速通者	interface	combAchvmt	
Theatre of Blood Grandmaster	血腥剧场宗师	interface	combAchvmt	
Perfect Theatre	完美通关血腥剧场	interface	combAchvmt	
Morytania Only	仅限莫利塔尼亚	interface	combAchvmt	
Theatre (Duo) Speed-Runner	血腥剧场极限速通者 (双人)	interface	combAchvmt	
Theatre (Trio) Speed-Runner	血腥剧场极限速通者 (三人)	interface	combAchvmt	
Theatre (<Num0>-Scale) Speed-Runner	血腥剧场极限速通者 (<Num0>人)	interface	combAchvmt	
Faithless Encounter	无信仰者的遭遇战	interface	combAchvmt	
The Fremennik Way	费明尼克之道	interface	combAchvmt	
Vorkath Speed-Runner	沃卡斯极限速通者	interface	combAchvmt	
Chambers of Xeric: CM Grandmaster	泽里克圣所：挑战模式宗师	interface	combAchvmt	
Chambers of Xeric: CM (Solo) Speed-Runner	泽里克圣所：挑战模式极限速通者 (单人)	interface	combAchvmt	
Chambers of Xeric: CM (<Num0>-Scale) Speed-Runner	泽里克圣所：挑战模式极限速通者 (<Num0>人)	interface	combAchvmt	
Chambers of Xeric: CM (Trio) Speed-Runner	泽里克圣所：挑战模式极限速通者 (三人)	interface	combAchvmt	
Chambers of Xeric Grandmaster	泽里克圣所宗师	interface	combAchvmt	
Chambers of Xeric (Solo) Speed-Runner	泽里克圣所极限速通者 (单人)	interface	combAchvmt	
Chambers of Xeric (Trio) Speed-Runner	泽里克圣所极限速通者 (三人)	interface	combAchvmt	
Chambers of Xeric (<Num0>-Scale) Speed-Runner	泽里克圣所极限速通者 (<Num0>人)	interface	combAchvmt	
Demon Whisperer	恶魔低语者	interface	combAchvmt	
Ash Collector	灰烬收集者	interface	combAchvmt	
Inferno Grandmaster	地狱宗师	interface	combAchvmt	
The Floor Is Lava	熔岩地板	interface	combAchvmt	
Playing with Jads	玩弄贾德	interface	combAchvmt	
No Luck Required	无需运气	interface	combAchvmt	
Wasn't Even Close	差得远	interface	combAchvmt	
Budget Setup	预算配置	interface	combAchvmt	
Nibbler Chaser	啃食者追逐者	interface	combAchvmt	
Facing Jad Head-on II	直面贾德 II	interface	combAchvmt	
Jad? What Are You Doing Here?	贾德？你在这里做什么？	interface	combAchvmt	
Inferno Speed-Runner	地狱极限速通者	interface	combAchvmt	
The VI Jad Challenge	贾德的第六个挑战	interface	combAchvmt	
TzHaar-Ket-Rak's Speed-Runner	特扎尔-凯特-拉克极限速通者	interface	combAchvmt	
It Wasn't a Fluke	不是侥幸	interface	combAchvmt	
Stop Right There!	就在那里停下！	interface	combAchvmt	
Personal Space	个人空间	interface	combAchvmt	
Royal Affairs	皇家事务	interface	combAchvmt	
Harder Mode I	困难模式 I	interface	combAchvmt	
Harder Mode II	困难模式 II	interface	combAchvmt	
Nylo Sniper	尼洛狙击手	interface	combAchvmt	
Team Work Makes the Dream Work	团队合作成就梦想	interface	combAchvmt	
Harder Mode III	困难模式 III	interface	combAchvmt	
Pack Like a Yak	像牦牛一样打包	interface	combAchvmt	
Theatre: HM (Trio) Speed-Runner	血腥剧场：困难模式极限速通者 (三人)	interface	combAchvmt	
Theatre: HM (<Num0>-Scale) Speed-Runner	血腥剧场：困难模式极限速通者 (<Num0>人)	interface	combAchvmt	
Theatre of Blood: HM Grandmaster	血腥剧场：困难模式宗师	interface	combAchvmt	
Phosani's Grandmaster	弗萨尼宗师	interface	combAchvmt	
Perfect Phosani's Nightmare	完美击杀弗萨尼的梦魇	interface	combAchvmt	
Phosani's Speedrunner	弗萨尼速通者	interface	combAchvmt	
Can't Wake Up	无法醒来	interface	combAchvmt	
Nex Duo	击杀奈克斯 (双人限定)	interface	combAchvmt	
I should see a doctor	我应该去看医生	interface	combAchvmt	
Perfect Nex	完美击杀奈克斯	interface	combAchvmt	
Tombs Speed Runner II	墓穴速通者 II	interface	combAchvmt	
Amascut's Remnant	阿玛斯库特的遗骸	interface	combAchvmt	
Maybe I'm the boss.	也许我才是Boss	interface	combAchvmt	
Expert Tomb Raider	专家盗墓者	interface	combAchvmt	
Akkhan't Do it	阿卡别这么做	interface	combAchvmt	
All Praise Zebak	赞美泽巴克	interface	combAchvmt	
Perfection of Het	完美通关赫特副本	interface	combAchvmt	
Perfection of Apmeken	完美通关阿普梅肯副本	interface	combAchvmt	
Perfection of Crondis	完美通关克伦迪斯副本	interface	combAchvmt	
Perfection of Scabaras	完美通关斯卡巴拉斯副本	interface	combAchvmt	
Insanity	疯狂	interface	combAchvmt	
Phantom Muspah Manipulator	幻影穆斯帕操纵者	interface	combAchvmt	
Phantom Muspah Speed-Runner	幻影穆斯帕极限速通者	interface	combAchvmt	
Duke Sucellus Sleeper	苏塞勒斯公爵潜伏者	interface	combAchvmt	
Vardorvis Sleeper	瓦多维斯潜伏者	interface	combAchvmt	
Whispered	低语	interface	combAchvmt	
Leviathan Sleeper	利维坦潜伏者	interface	combAchvmt	
Duke Sucellus Speed-Runner	苏塞勒斯公爵极限速通者	interface	combAchvmt	
Vardorvis Speed-Runner	瓦多维斯极限速通者	interface	combAchvmt	
Whisperer Speed-Runner	低语者极限速通者	interface	combAchvmt	
Leviathan Speed-Runner	利维坦极限速通者	interface	combAchvmt	
Axe Enthusiast	斧头爱好者	interface	combAchvmt	
Unconventional	非传统	interface	combAchvmt	
Dark Memories	黑暗记忆	interface	combAchvmt	
Mirror Image	镜像	interface	combAchvmt	
Colosseum Grand Champion	竞技场总冠军	interface	combAchvmt	
Slow Dancing in the Sand	沙中慢舞	interface	combAchvmt	
Perfect Footwork	完美步法	interface	combAchvmt	
Reinforcements	增援	interface	combAchvmt	
Colosseum Speed-Runner	竞技场极限速通者	interface	combAchvmt	
Araxxor Speed-Runner	阿拉克索极限速通者	interface	combAchvmt	
Perfect Araxxor <Num0>	完美击杀阿拉克索<Num0>	interface	combAchvmt	
Swimming in Venom	在毒液中游泳	interface	combAchvmt	
Hueycoatl Speed-Runner	休伊科特尔极限速通者	interface	combAchvmt	
Type: <colNum0>Kill Count</col> <colNum1>(+<Num0> point)</col>	类型：<colNum0>击杀数</col><colNum1>(+<Num0>点)</col>	interface	combAchvmt	
Description: <colNum0>Kill an Aberrant Spectre.</col>	描述：<colNum0>击杀一只变异幽灵</col>	interface	combAchvmt	
Description: <colNum0>Open the Barrows chest <Num0> times.</col>	描述：<colNum0>打开巴罗斯宝箱<Num0>次</col>	interface	combAchvmt	
Type: <colNum0>Restriction</col> <colNum1>(+<Num0> point)</col>	类型：<colNum0>限制</col><colNum1>(+<Num0>点)</col>	interface	combAchvmt	
Description: <colNum0>Kill any Barrows Brother using only magical damage.</col>	描述：<colNum0>仅使用魔法击杀任意巴罗斯兄弟</col>	interface	combAchvmt	
Description: <colNum0>Kill a Black Dragon.</col>	描述：<colNum0>击杀一条黑龙</col>	interface	combAchvmt	
Description: <colNum0>Kill a Bloodveld.</col>	描述：<colNum0>击杀一只血魔</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta once.</col>	描述：<colNum0>击杀布赖奥菲塔一次</col>	interface	combAchvmt	
Type: <colNum0>Mechanical</col> <colNum1>(+<Num0> point)</col>	类型：<colNum0>机制</col><colNum1>(+<Num0>点)</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta with the Protect from Magic prayer active.</col>	描述：<colNum0>在激活魔法防护祈祷时击杀布赖奥菲塔</col>	interface	combAchvmt	
Type: <colNum0>Perfection</col> <colNum1>(+<Num0> point)</col>	类型：<colNum0>完美</col><colNum1>(+<Num0>点)</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta without suffering any poison damage.</col>	描述：<colNum0>击杀布赖奥菲塔且不受到任何中毒伤害</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta with either poison or venom being the final source of damage.</col>	描述：<colNum0>以中毒或剧毒伤害作为最后一击击杀布赖奥菲塔</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta on a free to play world.</col>	描述：<colNum0>在免费世界击杀布赖奥菲塔</col>	interface	combAchvmt	
Description: <colNum0>Kill the Deranged Archaeologist <Num0> times.</col>	描述：<colNum0>击杀精神错乱的考古学家<Num0>次</col>	interface	combAchvmt	
Description: <colNum0>Kill a Fire Giant.</col>	描述：<colNum0>击杀一只火焰巨人</col>	interface	combAchvmt	
Description: <colNum0>Kill a Hill Giant, Moss Giant and Fire Giant in the Giant Cave within the Shayzien region.</col>	描述：<colNum0>在谢兹恩巨人洞穴中各击杀一只丘陵巨人、苔藓巨人和火焰巨人</col>	interface	combAchvmt	
Description: <colNum0>Kill a Greater Demon.</col>	描述：<colNum0>击杀一只大恶魔</col>	interface	combAchvmt	
Description: <colNum0>Finish off a Greater Demon with a demonbane weapon.</col>	描述：<colNum0>用猎魔武器击杀一只大恶魔</col>	interface	combAchvmt	
Description: <colNum0>Kill a Hellhound.</col>	描述：<colNum0>击杀一只地狱犬</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor once.</col>	描述：<colNum0>击杀奥博尔一次</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor whilst he is immobilized.</col>	描述：<colNum0>在奥博尔无法动弹时击杀它</col>	interface	combAchvmt	
Description: <colNum0>Kill Obor on a free to play world.</col>	描述：<colNum0>在免费世界击杀奥博尔</col>	interface	combAchvmt	
Description: <colNum0>Kill the King Black Dragon <Num0> times.</col>	描述：<colNum0>击杀黑龙王<Num0>次</col>	interface	combAchvmt	
Description: <colNum0>Kill a Lizardman Shaman.</col>	描述：<colNum0>击杀一只蜥蜴人萨满</col>	interface	combAchvmt	
Description: <colNum0>Kill a Lizardman Shaman in Molch which has not dealt damage to anyone (excluding its Spawns).</col>	描述：<colNum0>在莫尔奇岛击杀一只未对任何玩家造成伤害的蜥蜴人萨满 (不含幼体)</col>	interface	combAchvmt	
Description: <colNum0>Kill the Giant Mole <Num0> times.</col>	描述：<colNum0>击杀巨型鼹鼠<Num0>次</col>	interface	combAchvmt	
Description: <colNum0>Kill Sarachnis <Num0> times.</col>	描述：<colNum0>击杀萨拉奇尼斯<Num0>次</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt <Num0> times.</col>	描述：<colNum0>击败冬将军<Num0>次</col>	interface	combAchvmt	
Description: <colNum0>Heal a pyromancer after they have fallen.</col>	描述：<colNum0>在火术士倒下后治疗他们</col>	interface	combAchvmt	
Description: <colNum0>Repair a brazier which has been destroyed by the Wintertodt.</col>	描述：<colNum0>修复被冬将军摧毁的火盆</col>	interface	combAchvmt	
Description: <colNum0>Subdue the Wintertodt with four pieces of warm equipment equipped.</col>	描述：<colNum0>装备四件御寒装备并击败冬将军</col>	interface	combAchvmt	
Description: <colNum0>Kill a Wyrm.</col>	描述：<colNum0>击杀一只蛇龙</col>	interface	combAchvmt	
Description: <colNum0>Subdue Tempoross <Num0> times.</col>	描述：<colNum0>击败海灵<Num0>次</col>	interface	combAchvmt	
Description: <colNum0>Extinguish at least <Num0> fires during a single Tempoross fight.</col>	描述：<colNum0>在单次海灵战斗中扑灭至少<Num0>处火焰</col>	interface	combAchvmt	
Description: <colNum0>Repair either a mast or a totem pole.</col>	描述：<colNum0>修复桅杆或图腾柱中的任意一个</col>	interface	combAchvmt	
